Distance_(cm), Plug_flow_residence_time_(sec), Internal_surface_area_per_unit_distance_(cm), Cross-section_area_(cm2), External_surface_area_per_unit_distance_(cm), Velocity_(cm/sec), Exit_mass_flow_rate_(g/sec), Net_heat_production_from_gas-phase_reactions_(erg/cm3-sec), Surface_temperature_(K), Temperature_(K), Pressure_(dyne/cm2), Mole_fraction_NH3_(), Mole_fraction_NO_(), Mole_fraction_O2_(), Mole_fraction_N2_(), Mole_fraction_H2O_(), Mole_fraction_CO2_(), Mole_fraction_CH4_(), Mole_fraction_H2_(), Molecular_weight_(g/mole), Mass_density_(g/cm3), Mixture_enthalpy_(erg/g), Sensible_enthalpy_(erg/g), Unburned_hydrocarbons_(ppmvd), Volatile_organic_compounds_(ppmvd), Total_CO_production_rate_(g/sec), Total_NOx_production_rate_(g/sec), Molar_CO_production_rate_(mole/cm3-sec), Molar_NOx_production_rate_(mole/cm3-sec), Ppmvd_CO_(ppm), Ppmvd_NO_(ppm), Ppmvd_NOx_(ppm), Ppmvd15%O2_CO_(ppm), Ppmvd15%O2_NO_(ppm), Ppmvd15%O2_NOx_(ppm), Molar_conversion_NH3_(percent), Molar_conversion_NO_(percent), Molar_conversion_O2_(percent), Molar_conversion_N2_(percent), Molar_conversion_CO2_(percent), Net_rxn_rate_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(mole/cm3-sec), Forward_rxn_rate_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(mole/cm3-sec), Net_rxn_rate_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(mole/cm3-sec), Forward_rxn_rate_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(mole/cm3-sec), Hdot_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(erg/cm3-sec), Hdot_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(erg/cm3-sec)
3.134635e+001, 4.173419e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511012e+001, 1.408085e-001, 0.000000e+000, 1.602228e+003, 1.602228e+003, 1.013250e+006, -3.207101e-006, 3.176941e-004, 5.970921e-002, 7.895329e-001, 4.547765e-004, 1.499886e-001, 5.169174e-025, -6.834877e-024, 3.064679e+001, 2.330991e-004, -4.284445e+009, 1.500258e+010, 5.171526e-019, 5.171526e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.178387e+002, 3.178387e+002, 0.000000e+000, 1.269124e+002, 1.269124e+002, 1.010691e+002, -5.885910e+001, 4.771077e-001, -1.174723e-002, 2.008992e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.179635e+001, 4.233331e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511014e+001, 1.408085e-001, 0.000000e+000, 1.602228e+003, 1.602228e+003, 1.013250e+006, -3.252576e-006, 3.177080e-004, 5.970917e-002, 7.895329e-001, 4.548448e-004, 1.499886e-001, 5.169174e-025, -6.963536e-024, 3.064679e+001, 2.330991e-004, -4.284445e+009, 1.500258e+010, 5.171526e-019, 5.171526e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.178526e+002, 3.178526e+002, 0.000000e+000, 1.269180e+002, 1.269180e+002, 1.010843e+002, -5.886607e+001, 4.771762e-001, -1.174923e-002, 2.009000e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.224635e+001, 4.293243e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511015e+001, 1.408085e-001, 0.000000e+000, 1.602228e+003, 1.602228e+003, 1.013250e+006, -3.298035e-006, 3.177220e-004, 5.970913e-002, 7.895329e-001, 4.549129e-004, 1.499886e-001, 5.169174e-025, -7.091055e-024, 3.064679e+001, 2.330990e-004, -4.284445e+009, 1.500259e+010, 5.171527e-019, 5.171527e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.178666e+002, 3.178666e+002, 0.000000e+000, 1.269235e+002, 1.269235e+002, 1.010994e+002, -5.887303e+001, 4.772446e-001, -1.175123e-002, 2.009012e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.269635e+001, 4.353155e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511017e+001, 1.408085e-001, 0.000000e+000, 1.602229e+003, 1.602229e+003, 1.013250e+006, -3.343477e-006, 3.177359e-004, 5.970908e-002, 7.895329e-001, 4.549811e-004, 1.499886e-001, 5.169174e-025, -7.217436e-024, 3.064679e+001, 2.330990e-004, -4.284445e+009, 1.500259e+010, 5.171527e-019, 5.171527e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.178805e+002, 3.178805e+002, 0.000000e+000, 1.269290e+002, 1.269290e+002, 1.011146e+002, -5.888000e+001, 4.773130e-001, -1.175322e-002, 2.009023e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.314635e+001, 4.413067e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511019e+001, 1.408085e-001, 0.000000e+000, 1.602229e+003, 1.602229e+003, 1.013250e+006, -3.388904e-006, 3.177498e-004, 5.970904e-002, 7.895329e-001, 4.550492e-004, 1.499886e-001, 5.169174e-025, -7.342677e-024, 3.064679e+001, 2.330989e-004, -4.284445e+009, 1.500260e+010, 5.171527e-019, 5.171527e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.178945e+002, 3.178945e+002, 0.000000e+000, 1.269346e+002, 1.269346e+002, 1.011297e+002, -5.888696e+001, 4.773814e-001, -1.175522e-002, 2.009032e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.359635e+001, 4.472979e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511021e+001, 1.408085e-001, 0.000000e+000, 1.602230e+003, 1.602230e+003, 1.013250e+006, -3.434315e-006, 3.177637e-004, 5.970900e-002, 7.895329e-001, 4.551173e-004, 1.499886e-001, 5.169174e-025, -7.466780e-024, 3.064679e+001, 2.330989e-004, -4.284445e+009, 1.500260e+010, 5.171527e-019, 5.171527e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.179084e+002, 3.179084e+002, 0.000000e+000, 1.269401e+002, 1.269401e+002, 1.011449e+002, -5.889392e+001, 4.774498e-001, -1.175721e-002, 2.009042e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.404635e+001, 4.532890e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511022e+001, 1.408085e-001, 0.000000e+000, 1.602230e+003, 1.602230e+003, 1.013250e+006, -3.479710e-006, 3.177776e-004, 5.970896e-002, 7.895329e-001, 4.551854e-004, 1.499886e-001, 5.169174e-025, -7.589743e-024, 3.064679e+001, 2.330988e-004, -4.284445e+009, 1.500261e+010, 5.171528e-019, 5.171528e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.179224e+002, 3.179224e+002, 0.000000e+000, 1.269456e+002, 1.269456e+002, 1.011600e+002, -5.890088e+001, 4.775181e-001, -1.175921e-002, 2.009053e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.449635e+001, 4.592802e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511024e+001, 1.408085e-001, 0.000000e+000, 1.602230e+003, 1.602230e+003, 1.013250e+006, -3.525089e-006, 3.177915e-004, 5.970892e-002, 7.895329e-001, 4.552535e-004, 1.499886e-001, 5.169174e-025, -7.711568e-024, 3.064678e+001, 2.330988e-004, -4.284445e+009, 1.500261e+010, 5.171528e-019, 5.171528e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.179363e+002, 3.179363e+002, 0.000000e+000, 1.269512e+002, 1.269512e+002, 1.011751e+002, -5.890783e+001, 4.775864e-001, -1.176120e-002, 2.009058e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.494635e+001, 4.652714e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511026e+001, 1.408085e-001, 0.000000e+000, 1.602231e+003, 1.602231e+003, 1.013250e+006, -3.570452e-006, 3.178054e-004, 5.970888e-002, 7.895330e-001, 4.553215e-004, 1.499886e-001, 5.169174e-025, -7.832254e-024, 3.064678e+001, 2.330987e-004, -4.284445e+009, 1.500261e+010, 5.171528e-019, 5.171528e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.179502e+002, 3.179502e+002, 0.000000e+000, 1.269567e+002, 1.269567e+002, 1.011902e+002, -5.891478e+001, 4.776547e-001, -1.176319e-002, 2.009068e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.539635e+001, 4.712626e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511027e+001, 1.408085e-001, 0.000000e+000, 1.602231e+003, 1.602231e+003, 1.013250e+006, -3.615798e-006, 3.178193e-004, 5.970883e-002, 7.895330e-001, 4.553895e-004, 1.499886e-001, 5.169174e-025, -7.951801e-024, 3.064678e+001, 2.330987e-004, -4.284445e+009, 1.500262e+010, 5.171529e-019, 5.171529e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.179641e+002, 3.179641e+002, 0.000000e+000, 1.269622e+002, 1.269622e+002, 1.012054e+002, -5.892173e+001, 4.777230e-001, -1.176519e-002, 2.009081e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.584635e+001, 4.772538e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511029e+001, 1.408085e-001, 0.000000e+000, 1.602231e+003, 1.602231e+003, 1.013250e+006, -3.661129e-006, 3.178332e-004, 5.970879e-002, 7.895330e-001, 4.554575e-004, 1.499886e-001, 5.169173e-025, -8.070209e-024, 3.064678e+001, 2.330986e-004, -4.284445e+009, 1.500262e+010, 5.171529e-019, 5.171529e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.179781e+002, 3.179781e+002, 0.000000e+000, 1.269678e+002, 1.269678e+002, 1.012205e+002, -5.892868e+001, 4.777912e-001, -1.176718e-002, 2.009086e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.629635e+001, 4.832450e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511031e+001, 1.408085e-001, 0.000000e+000, 1.602232e+003, 1.602232e+003, 1.013250e+006, -3.706444e-006, 3.178471e-004, 5.970875e-002, 7.895330e-001, 4.555255e-004, 1.499886e-001, 5.169173e-025, -8.187478e-024, 3.064678e+001, 2.330985e-004, -4.284445e+009, 1.500263e+010, 5.171529e-019, 5.171529e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.179920e+002, 3.179920e+002, 0.000000e+000, 1.269733e+002, 1.269733e+002, 1.012356e+002, -5.893562e+001, 4.778595e-001, -1.176917e-002, 2.009091e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.674635e+001, 4.892362e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511032e+001, 1.408085e-001, 0.000000e+000, 1.602232e+003, 1.602232e+003, 1.013250e+006, -3.751743e-006, 3.178610e-004, 5.970871e-002, 7.895330e-001, 4.555934e-004, 1.499886e-001, 5.169173e-025, -8.303608e-024, 3.064678e+001, 2.330985e-004, -4.284445e+009, 1.500263e+010, 5.171529e-019, 5.171529e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.180059e+002, 3.180059e+002, 0.000000e+000, 1.269788e+002, 1.269788e+002, 1.012507e+002, -5.894257e+001, 4.779277e-001, -1.177116e-002, 2.009097e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.719635e+001, 4.952274e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511034e+001, 1.408085e-001, 0.000000e+000, 1.602232e+003, 1.602232e+003, 1.013250e+006, -3.797026e-006, 3.178749e-004, 5.970867e-002, 7.895330e-001, 4.556614e-004, 1.499886e-001, 5.169173e-025, -8.418599e-024, 3.064678e+001, 2.330984e-004, -4.284445e+009, 1.500264e+010, 5.171530e-019, 5.171530e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.180198e+002, 3.180198e+002, 0.000000e+000, 1.269843e+002, 1.269843e+002, 1.012658e+002, -5.894950e+001, 4.779958e-001, -1.177315e-002, 2.009097e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.764635e+001, 5.012186e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511036e+001, 1.408085e-001, 0.000000e+000, 1.602233e+003, 1.602233e+003, 1.013250e+006, -3.842293e-006, 3.178887e-004, 5.970863e-002, 7.895330e-001, 4.557293e-004, 1.499886e-001, 5.169173e-025, -8.532451e-024, 3.064678e+001, 2.330984e-004, -4.284445e+009, 1.500264e+010, 5.171530e-019, 5.171530e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.180337e+002, 3.180337e+002, 0.000000e+000, 1.269898e+002, 1.269898e+002, 1.012809e+002, -5.895644e+001, 4.780640e-001, -1.177514e-002, 2.009103e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.809635e+001, 5.072098e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511037e+001, 1.408085e-001, 0.000000e+000, 1.602233e+003, 1.602233e+003, 1.013250e+006, -3.887544e-006, 3.179026e-004, 5.970858e-002, 7.895330e-001, 4.557971e-004, 1.499886e-001, 5.169173e-025, -8.645165e-024, 3.064678e+001, 2.330983e-004, -4.284445e+009, 1.500264e+010, 5.171530e-019, 5.171530e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.180476e+002, 3.180476e+002, 0.000000e+000, 1.269954e+002, 1.269954e+002, 1.012959e+002, -5.896338e+001, 4.781321e-001, -1.177712e-002, 2.009105e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.854635e+001, 5.132009e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511039e+001, 1.408085e-001, 0.000000e+000, 1.602233e+003, 1.602233e+003, 1.013250e+006, -3.932779e-006, 3.179165e-004, 5.970854e-002, 7.895330e-001, 4.558650e-004, 1.499886e-001, 5.169173e-025, -8.756739e-024, 3.064678e+001, 2.330983e-004, -4.284445e+009, 1.500265e+010, 5.171531e-019, 5.171531e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.180615e+002, 3.180615e+002, 0.000000e+000, 1.270009e+002, 1.270009e+002, 1.013110e+002, -5.897031e+001, 4.782002e-001, -1.177911e-002, 2.009108e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.899635e+001, 5.191921e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511041e+001, 1.408085e-001, 0.000000e+000, 1.602234e+003, 1.602234e+003, 1.013250e+006, -3.977997e-006, 3.179303e-004, 5.970850e-002, 7.895330e-001, 4.559328e-004, 1.499886e-001, 5.169173e-025, -8.867174e-024, 3.064678e+001, 2.330982e-004, -4.284445e+009, 1.500265e+010, 5.171531e-019, 5.171531e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.180753e+002, 3.180753e+002, 0.000000e+000, 1.270064e+002, 1.270064e+002, 1.013261e+002, -5.897724e+001, 4.782683e-001, -1.178110e-002, 2.009108e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.944635e+001, 5.251833e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511042e+001, 1.408085e-001, 0.000000e+000, 1.602234e+003, 1.602234e+003, 1.013250e+006, -4.023200e-006, 3.179442e-004, 5.970846e-002, 7.895330e-001, 4.560006e-004, 1.499886e-001, 5.169173e-025, -8.928564e-024, 3.064678e+001, 2.330982e-004, -4.284445e+009, 1.500266e+010, 5.171531e-019, 5.171531e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.180892e+002, 3.180892e+002, 0.000000e+000, 1.270119e+002, 1.270119e+002, 1.013412e+002, -5.898416e+001, 4.783363e-001, -1.178308e-002, 2.009109e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.989635e+001, 5.311745e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511044e+001, 1.408085e-001, 0.000000e+000, 1.602234e+003, 1.602234e+003, 1.013250e+006, -4.068387e-006, 3.179580e-004, 5.970842e-002, 7.895330e-001, 4.560684e-004, 1.499886e-001, 5.169173e-025, -8.971399e-024, 3.064678e+001, 2.330981e-004, -4.284445e+009, 1.500266e+010, 5.171532e-019, 5.171532e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.181031e+002, 3.181031e+002, 0.000000e+000, 1.270174e+002, 1.270174e+002, 1.013562e+002, -5.899109e+001, 4.784044e-001, -1.178507e-002, 2.009118e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.034635e+001, 5.371656e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511046e+001, 1.408085e-001, 0.000000e+000, 1.602235e+003, 1.602235e+003, 1.013250e+006, -4.113558e-006, 3.179718e-004, 5.970838e-002, 7.895330e-001, 4.561361e-004, 1.499886e-001, 5.169173e-025, -9.007570e-024, 3.064678e+001, 2.330981e-004, -4.284445e+009, 1.500267e+010, 5.171532e-019, 5.171532e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.181170e+002, 3.181170e+002, 0.000000e+000, 1.270229e+002, 1.270229e+002, 1.013713e+002, -5.899801e+001, 4.784724e-001, -1.178705e-002, 2.009129e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.079635e+001, 5.431568e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511048e+001, 1.408085e-001, 0.000000e+000, 1.602235e+003, 1.602235e+003, 1.013250e+006, -4.158713e-006, 3.179857e-004, 5.970834e-002, 7.895330e-001, 4.562039e-004, 1.499886e-001, 5.169173e-025, -9.037078e-024, 3.064678e+001, 2.330980e-004, -4.284445e+009, 1.500267e+010, 5.171532e-019, 5.171532e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.181308e+002, 3.181308e+002, 0.000000e+000, 1.270284e+002, 1.270284e+002, 1.013863e+002, -5.900493e+001, 4.785404e-001, -1.178903e-002, 2.009130e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.124635e+001, 5.491480e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511049e+001, 1.408085e-001, 0.000000e+000, 1.602235e+003, 1.602235e+003, 1.013250e+006, -4.203852e-006, 3.179995e-004, 5.970829e-002, 7.895330e-001, 4.562716e-004, 1.499886e-001, 5.169173e-025, -9.059921e-024, 3.064678e+001, 2.330980e-004, -4.284445e+009, 1.500267e+010, 5.171532e-019, 5.171532e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.181447e+002, 3.181447e+002, 0.000000e+000, 1.270339e+002, 1.270339e+002, 1.014014e+002, -5.901185e+001, 4.786083e-001, -1.179102e-002, 2.009134e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.169635e+001, 5.551392e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511051e+001, 1.408085e-001, 0.000000e+000, 1.602236e+003, 1.602236e+003, 1.013250e+006, -4.248974e-006, 3.180133e-004, 5.970825e-002, 7.895331e-001, 4.563392e-004, 1.499886e-001, 5.169173e-025, -9.076100e-024, 3.064678e+001, 2.330979e-004, -4.284445e+009, 1.500268e+010, 5.171533e-019, 5.171533e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.181585e+002, 3.181585e+002, 0.000000e+000, 1.270394e+002, 1.270394e+002, 1.014164e+002, -5.901876e+001, 4.786762e-001, -1.179300e-002, 2.009141e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.214635e+001, 5.611303e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511053e+001, 1.408085e-001, 0.000000e+000, 1.602236e+003, 1.602236e+003, 1.013250e+006, -4.294081e-006, 3.180272e-004, 5.970821e-002, 7.895331e-001, 4.564069e-004, 1.499886e-001, 5.169173e-025, -9.085615e-024, 3.064678e+001, 2.330979e-004, -4.284445e+009, 1.500268e+010, 5.171533e-019, 5.171533e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.181724e+002, 3.181724e+002, 0.000000e+000, 1.270449e+002, 1.270449e+002, 1.014315e+002, -5.902568e+001, 4.787442e-001, -1.179498e-002, 2.009141e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.259635e+001, 5.671215e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511054e+001, 1.408085e-001, 0.000000e+000, 1.602236e+003, 1.602236e+003, 1.013250e+006, -4.339172e-006, 3.180410e-004, 5.970817e-002, 7.895331e-001, 4.564745e-004, 1.499886e-001, 5.169173e-025, -9.088466e-024, 3.064678e+001, 2.330978e-004, -4.284445e+009, 1.500269e+010, 5.171533e-019, 5.171533e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.181862e+002, 3.181862e+002, 0.000000e+000, 1.270504e+002, 1.270504e+002, 1.014465e+002, -5.903259e+001, 4.788120e-001, -1.179696e-002, 2.009143e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.304635e+001, 5.731127e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511056e+001, 1.408085e-001, 0.000000e+000, 1.602237e+003, 1.602237e+003, 1.013250e+006, -4.384247e-006, 3.180548e-004, 5.970813e-002, 7.895331e-001, 4.565421e-004, 1.499886e-001, 5.169173e-025, -9.084653e-024, 3.064678e+001, 2.330978e-004, -4.284445e+009, 1.500269e+010, 5.171534e-019, 5.171534e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.182001e+002, 3.182001e+002, 0.000000e+000, 1.270559e+002, 1.270559e+002, 1.014615e+002, -5.903949e+001, 4.788799e-001, -1.179894e-002, 2.009149e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.349635e+001, 5.791039e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511058e+001, 1.408085e-001, 0.000000e+000, 1.602237e+003, 1.602237e+003, 1.013250e+006, -4.429306e-006, 3.180686e-004, 5.970809e-002, 7.895331e-001, 4.566097e-004, 1.499886e-001, 5.169172e-025, -9.074175e-024, 3.064678e+001, 2.330977e-004, -4.284445e+009, 1.500269e+010, 5.171534e-019, 5.171534e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.182139e+002, 3.182139e+002, 0.000000e+000, 1.270614e+002, 1.270614e+002, 1.014765e+002, -5.904640e+001, 4.789477e-001, -1.180092e-002, 2.009149e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.394635e+001, 5.850950e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511059e+001, 1.408085e-001, 0.000000e+000, 1.602237e+003, 1.602237e+003, 1.013250e+006, -4.474348e-006, 3.180824e-004, 5.970805e-002, 7.895331e-001, 4.566773e-004, 1.499886e-001, 5.169172e-025, -9.057034e-024, 3.064678e+001, 2.330977e-004, -4.284445e+009, 1.500270e+010, 5.171534e-019, 5.171534e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.182277e+002, 3.182277e+002, 0.000000e+000, 1.270669e+002, 1.270669e+002, 1.014916e+002, -5.905330e+001, 4.790155e-001, -1.180290e-002, 2.009149e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.439635e+001, 5.910862e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511061e+001, 1.408085e-001, 0.000000e+000, 1.602238e+003, 1.602238e+003, 1.013250e+006, -4.519375e-006, 3.180962e-004, 5.970800e-002, 7.895331e-001, 4.567448e-004, 1.499886e-001, 5.169172e-025, -9.033228e-024, 3.064678e+001, 2.330976e-004, -4.284445e+009, 1.500270e+010, 5.171534e-019, 5.171534e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.182415e+002, 3.182415e+002, 0.000000e+000, 1.270724e+002, 1.270724e+002, 1.015066e+002, -5.906020e+001, 4.790833e-001, -1.180488e-002, 2.009146e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.484635e+001, 5.970773e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.511063e+001, 1.408085e-001, 0.000000e+000, 1.602238e+003, 1.602238e+003, 1.013250e+006, -4.564386e-006, 3.181100e-004, 5.970796e-002, 7.895331e-001, 4.568123e-004, 1.499886e-001, 5.169172e-025, -9.002759e-024, 3.064678e+001, 2.330976e-004, -4.284445e+009, 1.500271e+010, 5.171535e-019, 5.171535e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.182554e+002, 3.182554e+002, 0.000000e+000, 1.270779e+002, 1.270779e+002, 1.015216e+002, -5.906710e+001, 4.791511e-001, -1.180685e-002, 2.009147e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
