Solution_No_(), Inlet_flow_rate_of_INLET1_(g/sec), Inlet_temperature_of_INLET1_(K), Inlet_mole_fraction_NH3_of_INLET1_(), Inlet_mole_fraction_NO_of_INLET1_(), Inlet_mole_fraction_O2_of_INLET1_(), Inlet_mole_fraction_N2_of_INLET1_(), Inlet_mole_fraction_CO2_of_INLET1_(), Area_(cm2), Cycle_time_(sec), Ambient_temperature_(K), Surface_material_area_fraction_()
1.000000e+000, 1.408085e-001, 1.600000e+003, 3.000000e-004, 2.000000e-004, 6.000000e-002, 7.895000e-001, 1.500000e-001, 1.005310e+001, 4.500000e+001, 2.981500e+002, 1.000000e+000
