,0,1,2,3
0,0.9999954999999999,0.9999879999999999,800.0,0.0
1,0.999984,0.9999874999999999,825.0,0.0003
2,0.9999485,0.9999859999999999,850.0,0.0009
3,0.9998459999999998,0.9999819999999999,875.0,
4,0.9995639999999999,0.9999705,900.0,
5,0.9988299999999999,0.9999444999999999,925.0,
6,0.9970155,0.999886,950.0,
7,0.9927419999999999,0.999755,975.0,
8,0.9831555000000001,0.9994569999999999,1000.0,
9,0.962754,0.9987395,1025.0,
10,0.9219985,0.996745,1050.0,
11,0.8471754999999999,0.988303,1075.0,
12,0.7252470000000001,0.8788434999999999,1100.0,
13,0.556984,0.603171,1125.0,
14,0.37073465,0.3614094,1150.0,
15,0.22216745,0.19129685,1175.0,
16,0.17864429999999998,0.13442445,1200.0,
17,0.23173114999999997,0.16536445,1225.0,
18,0.29255190000000003,0.22087679999999998,1250.0,
19,0.3594632,0.28966479999999994,1275.0,
20,0.43119284999999996,0.37450495,1300.0,
21,0.5067649999999999,0.47547449999999997,1325.0,
22,0.5853364999999999,0.5899465,1350.0,
23,0.6661265,0.713454,1375.0,
24,0.7483915,0.8409969999999999,1400.0,
25,0.999911,0.9999870000000001,,
26,0.9997405,0.9999855,,
27,0.9992844999999998,0.9999815000000001,,
28,0.998128,0.99997,,
29,0.995337,0.9999425,,
30,0.9889199999999999,0.9998784999999999,,
31,0.9748815000000001,0.999727,,
32,0.9458759999999999,0.999358,,
33,0.8901159999999999,0.9983715,,
34,0.7931134999999999,0.9950309999999999,,
35,0.646609,0.9705805000000001,,
36,0.46400554999999993,0.7937774999999999,,
37,0.28799675,0.5546215,,
38,0.1874703,0.29940009999999995,,
39,0.20387779999999997,0.09811575,,
40,0.26101625,0.18892609999999999,,
41,0.32504015,0.25298975,,
42,0.39447594999999996,0.32998605,,
43,0.4682204000000001,0.4220911,,
44,0.5453795,0.5274719999999999,,
45,0.625146,0.6419765,,
46,0.7067585,0.7610264999999999,,
47,0.7894959999999999,0.880608,,
48,0.8726775,0.997627,,
49,0.9556649999999999,1.1099430000000001,,
50,0.9993549999999999,0.999985,,
51,0.9983034999999999,0.9999804999999999,,
52,0.995753,0.9999684999999999,,
53,0.989858,0.9999374999999999,,
54,0.9768934999999999,0.999859,,
55,0.9499305,0.9996520000000001,,
56,0.8976485000000001,0.999037,,
57,0.8055804999999999,0.996534,,
58,0.664132,0.965684,,
59,0.4837874,0.8106419999999999,,
60,0.30433635,0.6017545,,
61,0.19157575,0.30785785,,
62,0.19835875000000003,0.18626685,,
63,0.25467595,0.28767715000000005,,
64,0.3180545,0.40328059999999993,,
65,0.38698,0.5320104999999999,,
66,0.46031724999999996,0.6633689999999999,,
67,0.5371575,0.7907175,,
68,0.616687,0.9108905,,
69,0.6981404999999999,1.0227485,,
70,0.780793,1.1262355,,
71,0.8639584999999999,1.2216200000000002,,
72,0.9469945,1.3095545,,
73,1.0293094999999999,1.3905969999999999,,
74,1.1103649999999998,1.4655135000000001,,
