Reactant Fraction for H2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CH4 C1 Inlet1 PFR (C1)_(mole_fraction),Axial Velocity C1 Inlet1 PFR (C1)_(cm/sec),Pressure C1 PFR PFR (C1)_(atm),Temperature C1 PFR PFR (C1)_(C),Reactant Fraction for NH3 C1 Inlet1 PFR (C1)_(mole_fraction),Plug flow residence time end point_(sec),Mole fraction NO end point,Mole fraction NH3 end point,Mole fraction CO end point,Mole fraction CH4 end point,Mole fraction H2 end point,Mole fraction NO2 end point,Mole fraction N2O end point
0.000102,6.90E-05,0.150093,3.15E-05,50,1,700,0.00036,0.8999983,0.000199582,0.000359726,6.90E-05,3.15E-05,0.00010193,1.45E-07,0
0.000102,6.90E-05,0.150093,3.15E-05,50,1,725,0.00036,0.8999594,0.000188724,0.000351642,6.89E-05,3.09E-05,9.98E-05,3.24E-06,3.77E-08
0.000102,6.90E-05,0.150093,3.15E-05,50,1,750,0.00036,0.8995013,0.000125221,0.000284021,7.04E-05,2.62E-05,8.18E-05,1.04E-05,1.81E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,775,0.00036,0.8989099,6.74E-05,0.000205497,7.36E-05,2.02E-05,5.90E-05,8.26E-06,5.46E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,800,0.00036,0.8982869,2.22E-05,0.000132776,7.62E-05,1.36E-05,3.54E-05,3.67E-06,9.69E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,825,0.00036,0.8976785,6.33E-06,6.87E-05,7.60E-05,6.50E-06,1.33E-05,7.05E-07,8.98E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,850,0.00036,0.8971101,7.59E-06,1.29E-05,6.32E-05,9.73E-07,1.68E-06,8.25E-07,6.03E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,875,0.00036,0.8966285,1.50E-05,2.62E-10,1.34E-05,2.92E-11,3.66E-09,8.39E-07,5.64E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,900,0.00036,0.8963864,2.31E-05,9.60E-13,4.99E-06,1.64E-14,1.50E-09,7.96E-07,5.68E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,925,0.00036,0.8963166,3.57E-05,3.08E-13,2.79E-06,2.92E-16,9.89E-10,8.18E-07,5.41E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,950,0.00036,0.8963401,5.43E-05,1.52E-13,1.86E-06,-8.91E-17,8.02E-10,8.96E-07,4.62E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,975,0.00036,0.896411,7.84E-05,-6.62E-11,1.35E-06,5.32E-16,7.13E-10,9.85E-07,3.42E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1000,0.00036,0.8965051,0.000106566,1.52E-12,1.02E-06,2.31E-16,6.60E-10,1.04E-06,2.07E-06
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1025,0.00036,0.8966094,0.000136742,-4.65E-14,8.03E-07,4.00E-20,6.33E-10,1.04E-06,9.59E-07
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1050,0.00036,0.8967158,0.000167212,5.92E-14,6.55E-07,3.64E-20,6.52E-10,9.93E-07,3.15E-07
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1075,0.00036,0.8968208,0.000196813,2.98E-14,5.71E-07,3.75E-21,7.60E-10,9.60E-07,7.69E-08
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1100,0.00036,0.8969223,0.000224847,1.55E-14,5.77E-07,1.48E-23,9.97E-10,9.53E-07,2.79E-08
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1125,0.00036,0.8970196,0.000250966,6.32E-15,7.07E-07,2.08E-22,1.39E-09,9.55E-07,2.44E-08
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1150,0.00036,0.8971125,0.000275041,1.86E-15,9.86E-07,-2.27E-23,1.98E-09,9.52E-07,2.67E-08
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1175,0.00036,0.897201,0.000297072,3.53E-16,1.44E-06,1.77E-21,2.82E-09,9.43E-07,2.99E-08
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1200,0.00036,0.8972858,0.000317135,-6.79E-17,2.12E-06,8.02E-19,3.99E-09,9.28E-07,3.34E-08
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1225,0.00036,0.8973675,0.000335355,3.32E-17,3.09E-06,1.22E-21,5.58E-09,9.07E-07,3.73E-08
0.000102,6.90E-05,0.150093,3.15E-05,50,1,1250,0.00036,0.8974468,0.000351894,4.89E-17,4.45E-06,2.45E-21,7.74E-09,8.82E-07,4.14E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,550,0,0.8999998,0.000199889,0,0.000275985,0.000125988,0.000407929,1.07E-07,0
0.000408,0.000276,0.150372,0.000126,50,2.5,575,0,0.8999361,0.000163273,0,0.000273271,0.000117416,0.000372457,3.60E-05,0
0.000408,0.000276,0.150372,0.000126,50,2.5,600,0,0.8987654,8.92E-05,0,0.000270748,7.24E-05,0.000199366,0.000110531,0
0.000408,0.000276,0.150372,0.000126,50,2.5,625,0,0.8974722,8.27E-05,0,0.000257661,4.39E-05,0.000104946,0.000117252,0
0.000408,0.000276,0.150372,0.000126,50,2.5,650,0,0.8965566,8.82E-05,0,0.000239536,2.62E-05,5.43E-05,0.000111747,0
0.000408,0.000276,0.150372,0.000126,50,2.5,675,0,0.8959426,9.74E-05,0,0.000219274,1.52E-05,2.72E-05,0.000102568,0
0.000408,0.000276,0.150372,0.000126,50,2.5,700,0,0.8955411,0.000108069,0,0.00019881,8.49E-06,1.32E-05,9.19E-05,0
0.000408,0.000276,0.150372,0.000126,50,2.5,725,0,0.8952867,0.000119381,0,0.000179041,4.54E-06,6.13E-06,8.06E-05,1.09E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,750,0,0.8951052,0.000130981,0,0.000159652,2.25E-06,2.63E-06,6.90E-05,1.73E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,775,0,0.8950524,0.000142626,0,0.000138922,9.48E-07,9.43E-07,5.73E-05,2.66E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,800,0,0.895002,0.000154022,0,0.000114073,2.85E-07,2.31E-07,4.59E-05,4.04E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,825,0,0.8949593,0.000164698,0,8.35E-05,4.39E-08,3.00E-08,3.52E-05,6.05E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,850,0,0.8949166,0.000174046,0,5.23E-05,2.55E-09,4.92E-09,2.58E-05,8.80E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,875,0,0.8948878,0.000181698,0,2.89E-05,5.44E-11,2.63E-09,1.82E-05,1.18E-07
0.000408,0.000276,0.150372,0.000126,50,2.5,900,0,0.8948906,0.000187633,0,1.50E-05,5.84E-13,1.56E-09,1.22E-05,1.38E-07
0.000408,0.000276,0.150372,0.000126,50,2.5,925,0,0.8949274,0.000191969,0,7.45E-06,2.58E-15,9.00E-10,7.86E-06,1.35E-07
0.000408,0.000276,0.150372,0.000126,50,2.5,950,0,0.8949894,0.000194882,0,3.58E-06,7.13E-18,5.17E-10,4.97E-06,1.07E-07
0.000408,0.000276,0.150372,0.000126,50,2.5,975,0,0.895068,0.000196666,0,1.65E-06,-1.50E-19,3.14E-10,3.25E-06,6.85E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1000,0,0.8951561,0.000197694,0,7.27E-07,-3.87E-21,2.24E-10,2.31E-06,3.98E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1025,0,0.8952495,0.0001983,0,3.22E-07,8.38E-21,2.13E-10,1.83E-06,2.80E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1050,0,0.8953448,0.000198729,0,1.86E-07,-2.97E-20,2.68E-10,1.58E-06,2.67E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1075,0,0.8954405,0.000199115,0,1.91E-07,6.80E-24,3.84E-10,1.41E-06,2.92E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1100,0,0.8955355,0.000199521,0,2.72E-07,-2.68E-24,5.67E-10,1.29E-06,3.30E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1125,0,0.8956291,0.000199975,0,4.16E-07,-1.93E-22,8.33E-10,1.18E-06,3.75E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1150,0,0.8957212,0.000200493,0,6.32E-07,8.87E-26,1.21E-09,1.08E-06,4.25E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1175,0,0.8958116,0.000201093,0,9.47E-07,1.21E-21,1.73E-09,9.98E-07,4.79E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1200,0,0.8959006,0.000201796,0,1.40E-06,-1.53E-25,2.45E-09,9.23E-07,5.37E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1225,0,0.8959882,0.000202634,0,2.04E-06,8.16E-27,3.43E-09,8.57E-07,6.01E-08
0.000408,0.000276,0.150372,0.000126,50,2.5,1250,0,0.8960748,0.000203653,0,2.94E-06,6.28E-27,4.75E-09,7.99E-07,6.69E-08
0,0,0.15,0,50,5,550,0.00012,0.8999999,0.000199916,0.00012,0,0,0,8.35E-08,0
0,0,0.15,0,50,5,575,0.00012,0.8999999,0.00019992,0.000119999,0,0,0,7.96E-08,0
0,0,0.15,0,50,5,600,0.00012,0.8999999,0.000199921,0.000119998,0,0,0,7.75E-08,0
0,0,0.15,0,50,5,625,0.00012,0.8999999,0.000199917,0.000119996,0,0,0,7.84E-08,0
0,0,0.15,0,50,5,650,0.00012,0.8999999,0.000199905,0.00011999,0,0,0,8.46E-08,0
0,0,0.15,0,50,5,675,0.00012,0.8999998,0.000199875,0.000119975,0,0,0,1.00E-07,0
0,0,0.15,0,50,5,700,0.00012,0.8999996,0.000199809,0.000119942,0,0,0,1.34E-07,0
0,0,0.15,0,50,5,725,0.00012,0.8999992,0.00019967,0.000119869,0,0,0,2.01E-07,0
0,0,0.15,0,50,5,750,0.00012,0.8999984,0.000199384,0.000119707,0,0,0,3.30E-07,0
0,0,0.15,0,50,5,775,0.00012,0.8999966,0.000198783,0.000119342,0,0,0,5.82E-07,0
0,0,0.15,0,50,5,800,0.00012,0.8999926,0.000197451,0.000118468,0,0,0,1.10E-06,0
0,0,0.15,0,50,5,825,0.00012,0.8999824,0.000194028,0.000115998,0,0,0,2.31E-06,1.26E-08
0,0,0.15,0,50,5,850,0.00012,0.8999438,0.000180669,0.000104613,2.65E-08,0,0,6.32E-06,1.28E-07
0,0,0.15,0,50,5,875,0.00012,0.8996261,0.000122878,2.14E-05,2.30E-07,0,0,1.28E-05,2.25E-06
0,0,0.15,0,50,5,900,0.00012,0.8992806,0.000119398,7.82E-07,2.62E-07,0,6.58E-10,8.50E-06,1.58E-06
0,0,0.15,0,50,5,925,0.00012,0.8991857,0.000125628,1.42E-08,2.12E-07,0,3.82E-11,4.90E-06,6.90E-07
0,0,0.15,0,50,5,950,0.00012,0.8991626,0.000130321,2.61E-10,1.69E-07,0,1.42E-11,3.06E-06,2.15E-07
0,0,0.15,0,50,5,975,0.00012,0.8991637,0.00013411,-1.29E-12,1.33E-07,0,1.55E-11,2.28E-06,5.47E-08
0,0,0.15,0,50,5,1000,0.00012,0.8991756,0.000137932,3.58E-12,1.02E-07,0,2.05E-11,1.97E-06,2.85E-08
0,0,0.15,0,50,5,1025,0.00012,0.8991932,0.000142408,5.09E-13,8.27E-08,0,2.95E-11,1.80E-06,3.01E-08
0,0,0.15,0,50,5,1050,0.00012,0.8992145,0.000147873,1.32E-14,8.46E-08,0,4.39E-11,1.68E-06,3.45E-08
0,0,0.15,0,50,5,1075,0.00012,0.8992385,0.000154474,3.04E-15,1.13E-07,0,6.59E-11,1.59E-06,3.97E-08
0,0,0.15,0,50,5,1100,0.00012,0.8992644,0.000162237,2.82E-15,1.70E-07,0,9.83E-11,1.52E-06,4.54E-08
0,0,0.15,0,50,5,1125,0.00012,0.8992917,0.000171064,5.43E-19,2.61E-07,0,1.45E-10,1.46E-06,5.18E-08
0,0,0.15,0,50,5,1150,0.00012,0.899309,0.000180746,3.51E-16,3.99E-07,0,2.11E-10,1.42E-06,5.88E-08
0,0,0.15,0,50,5,1175,0.00012,0.8993485,0.000191002,3.56E-18,6.00E-07,0,3.04E-10,1.37E-06,6.64E-08
0,0,0.15,0,50,5,1200,0.00012,0.899377,0.000201524,4.30E-18,8.90E-07,0,4.31E-10,1.34E-06,7.47E-08
0,0,0.15,0,50,5,1225,0.00012,0.8994053,0.000212035,6.68E-18,1.30E-06,0,6.05E-10,1.30E-06,8.37E-08
0,0,0.15,0,50,5,1250,0.00012,0.899433,0.000222332,1.02E-17,1.88E-06,0,8.40E-10,1.26E-06,9.34E-08
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,550,0.00012,0.6,0.000199999,0.00012,6.90E-05,3.15E-05,0.000102,0,0
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,575,0.00012,0.6,0.000199999,0.00012,6.90E-05,3.15E-05,0.000102,0,0
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,600,0.00012,0.6,0.000199995,0.000119998,6.90E-05,3.15E-05,0.000101999,0,0
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,625,0.00012,0.5999999,0.000199948,0.000119972,6.90E-05,3.15E-05,0.000101981,2.40E-08,0
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,650,0.00012,0.5999532,0.000183747,0.000109155,6.88E-05,2.95E-05,9.47E-05,5.70E-06,9.70E-08
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,675,0.00012,0.599799,0.000164567,9.21E-05,6.99E-05,2.62E-05,8.24E-05,9.28E-06,4.96E-07
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,700,0.00012,0.5995684,0.000139095,6.46E-05,7.22E-05,2.03E-05,6.11E-05,1.03E-05,1.46E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,725,0.00012,0.5992297,0.000108134,2.62E-05,7.31E-05,1.04E-05,2.82E-05,8.60E-06,3.10E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,750,0.00012,0.5989352,9.76E-05,5.41E-06,6.52E-05,3.08E-06,7.05E-06,5.81E-06,4.09E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,775,0.00012,0.5987733,0.000104399,9.80E-07,5.41E-05,7.53E-07,1.48E-06,3.74E-06,4.50E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,800,0.00012,0.5987072,0.000116009,1.81E-07,4.45E-05,1.65E-07,2.93E-07,2.67E-06,4.89E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,825,0.00012,0.5986854,0.000129397,3.12E-08,3.67E-05,3.05E-08,5.31E-08,2.24E-06,5.31E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,850,0.00012,0.5986874,0.000143541,4.93E-09,3.05E-05,4.69E-09,1.06E-08,2.05E-06,5.66E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,875,0.00012,0.5987043,0.00015762,6.27E-10,2.55E-05,5.54E-10,3.90E-09,1.93E-06,5.85E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,900,0.00012,0.5987287,0.000171002,6.15E-11,2.14E-05,5.64E-11,2.94E-09,1.83E-06,5.79E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,925,0.00012,0.5987549,0.000183343,7.36E-12,1.80E-05,3.57E-12,2.65E-09,1.74E-06,5.44E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,950,0.00012,0.5987813,0.000194521,-1.06E-12,1.52E-05,-2.28E-13,2.46E-09,1.65E-06,4.82E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,975,0.00012,0.598809,0.000204556,4.78E-14,1.28E-05,4.16E-15,2.31E-09,1.56E-06,3.97E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1000,0.00012,0.5988358,0.000213531,1.04E-13,1.08E-05,3.90E-16,2.20E-09,1.45E-06,2.99E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1025,0.00012,0.5988625,0.000221577,1.78E-14,9.16E-06,3.90E-19,2.13E-09,1.34E-06,2.02E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1050,0.00012,0.598889,0.000228781,1.12E-14,7.88E-06,-3.36E-18,2.12E-09,1.22E-06,1.18E-06
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1075,0.00012,0.598916,0.000235243,2.83E-15,6.91E-06,-2.38E-20,2.17E-09,1.10E-06,5.86E-07
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1100,0.00012,0.598943,0.000241054,2.48E-15,6.23E-06,3.90E-21,2.31E-09,9.84E-07,2.48E-07
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1125,0.00012,0.5989704,0.000246296,1.05E-15,5.85E-06,-2.36E-19,2.58E-09,8.77E-07,1.01E-07
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1150,0.00012,0.5989986,0.000251059,4.41E-16,5.80E-06,-2.17E-19,3.01E-09,7.85E-07,5.36E-08
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1175,0.00012,0.5990274,0.000255424,8.74E-17,6.13E-06,-9.13E-23,3.65E-09,7.08E-07,4.19E-08
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1200,0.00012,0.5990573,0.000259462,2.78E-17,6.92E-06,-1.55E-20,4.56E-09,6.43E-07,3.92E-08
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1225,0.00012,0.5990885,0.000263241,2.23E-17,8.27E-06,2.15E-19,5.80E-09,5.89E-07,3.90E-08
0.000102,6.90E-05,0.150093,3.15E-05,75,0.5,1250,0.00012,0.5991213,0.000266807,1.58E-14,1.03E-05,-6.21E-19,7.47E-09,5.42E-07,3.99E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,550,0,0.6,0.000199978,0,0.000206997,9.45E-05,0.000305984,2.05E-08,0
0.000306,0.000207,0.150279,9.45E-05,75,1,575,0,0.5999601,0.000172725,0,0.000205151,8.60E-05,0.000271755,2.61E-05,0
0.000306,0.000207,0.150279,9.45E-05,75,1,600,0,0.5994227,0.000150115,0,0.000204747,5.71E-05,0.000161324,4.94E-05,0
0.000306,0.000207,0.150279,9.45E-05,75,1,625,0,0.5988405,0.000151973,0,0.000197544,3.56E-05,8.89E-05,4.78E-05,0
0.000306,0.000207,0.150279,9.45E-05,75,1,650,0,0.5983566,0.000157438,0,0.000184163,2.03E-05,4.40E-05,4.24E-05,0
0.000306,0.000207,0.150279,9.45E-05,75,1,675,0,0.5980249,0.000163643,0,0.000168127,1.09E-05,2.07E-05,3.62E-05,0
0.000306,0.000207,0.150279,9.45E-05,75,1,700,0,0.5978127,0.000169913,0,0.000151871,5.61E-06,9.37E-06,3.00E-05,0
0.000306,0.000207,0.150279,9.45E-05,75,1,725,0,0.5976815,0.00017598,0,0.000136095,2.68E-06,3.98E-06,2.39E-05,1.58E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,750,0,0.5976021,0.000181573,0,0.000120106,1.11E-06,1.48E-06,1.83E-05,2.55E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,775,0,0.5975554,0.000186308,0,0.00010222,3.49E-07,4.14E-07,1.36E-05,4.01E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,800,0,0.5975277,0.000189764,0,8.14E-05,6.65E-08,7.27E-08,1.01E-05,6.24E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,825,0,0.5975072,0.000191951,0,6.03E-05,6.79E-09,1.09E-08,7.89E-06,9.31E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,850,0,0.5974976,0.000193385,0,4.33E-05,4.11E-10,4.48E-09,6.46E-06,1.29E-07
0.000306,0.000207,0.150279,9.45E-05,75,1,875,0,0.5975022,0.000194451,0,3.09E-05,1.62E-11,3.32E-09,5.41E-06,1.66E-07
0.000306,0.000207,0.150279,9.45E-05,75,1,900,0,0.5975195,0.000195316,0,2.23E-05,4.49E-13,2.62E-09,4.58E-06,2.00E-07
0.000306,0.000207,0.150279,9.45E-05,75,1,925,0,0.5975451,0.000196066,0,1.62E-05,8.15E-15,2.09E-09,3.89E-06,2.24E-07
0.000306,0.000207,0.150279,9.45E-05,75,1,950,0,0.597577,0.000196758,0,1.17E-05,8.26E-17,1.68E-09,3.27E-06,2.33E-07
0.000306,0.000207,0.150279,9.45E-05,75,1,975,0,0.597614,0.00019742,0,8.49E-06,4.68E-19,1.38E-09,2.72E-06,2.21E-07
0.000306,0.000207,0.150279,9.45E-05,75,1,1000,0,0.5976537,0.000198057,0,6.08E-06,-1.53E-20,1.16E-09,2.21E-06,1.88E-07
0.000306,0.000207,0.150279,9.45E-05,75,1,1025,0,0.5976956,0.000198661,0,4.31E-06,1.33E-13,1.02E-09,1.78E-06,1.41E-07
0.000306,0.000207,0.150279,9.45E-05,75,1,1050,0,0.5977388,0.000199223,0,3.06E-06,3.84E-20,9.48E-10,1.43E-06,9.33E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,1075,0,0.5977833,0.000199744,0,2.21E-06,2.97E-21,9.58E-10,1.17E-06,5.80E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,1100,0,0.5978283,0.000200238,0,1.71E-06,-1.24E-20,1.06E-09,9.74E-07,3.93E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,1125,0,0.5978738,0.000200726,0,1.50E-06,-8.85E-21,1.28E-09,8.37E-07,3.25E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,1150,0,0.5979197,0.000201229,0,1.55E-06,1.47E-20,1.65E-09,7.39E-07,3.14E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,1175,0,0.597966,0.000201761,0,1.85E-06,1.13E-19,2.20E-09,6.64E-07,3.27E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,1200,0,0.5980126,0.000202338,0,2.44E-06,1.01E-19,3.00E-09,6.05E-07,3.53E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,1225,0,0.5980598,0.000202973,0,3.37E-06,1.72E-20,4.11E-09,5.56E-07,3.85E-08
0.000306,0.000207,0.150279,9.45E-05,75,1,1250,0,0.5981077,0.000203686,0,4.72E-06,9.92E-23,5.63E-09,5.15E-07,4.23E-08
0,0,0.15,0,75,2.5,550,0.00036,0.6,0.000199986,0.00036,0,0,0,1.41E-08,0
0,0,0.15,0,75,2.5,575,0.00036,0.6,0.000199986,0.000359999,0,0,0,1.37E-08,0
0,0,0.15,0,75,2.5,600,0.00036,0.6,0.000199984,0.000359998,0,0,0,1.40E-08,0
0,0,0.15,0,75,2.5,625,0.00036,0.6,0.00019998,0.000359995,0,0,0,1.55E-08,0
0,0,0.15,0,75,2.5,650,0.00036,0.5999999,0.000199969,0.000359989,0,0,0,1.95E-08,0
0,0,0.15,0,75,2.5,675,0.00036,0.5999999,0.000199944,0.000359973,0,0,0,2.87E-08,0
0,0,0.15,0,75,2.5,700,0.00036,0.5999998,0.00019989,0.000359938,0,0,0,4.82E-08,0
0,0,0.15,0,75,2.5,725,0.00036,0.5999995,0.000199772,0.00035986,0,0,0,8.92E-08,0
0,0,0.15,0,75,2.5,750,0.00036,0.5999989,0.000199512,0.000359682,0,0,0,1.76E-07,0
0,0,0.15,0,75,2.5,775,0.00036,0.5999975,0.00019891,0.000359255,0,0,0,3.69E-07,0
0,0,0.15,0,75,2.5,800,0.00036,0.599994,0.000197298,0.000358061,0,0,0,8.60E-07,0
0,0,0.15,0,75,2.5,825,0.00036,0.59998,0.000190527,0.000352649,1.43E-08,0,0,2.76E-06,2.73E-08
0,0,0.15,0,75,2.5,850,0.00036,0.5997541,0.000103187,0.000238747,3.21E-07,0,7.42E-08,1.12E-05,3.50E-06
0,0,0.15,0,75,2.5,875,0.00036,0.5991938,3.19E-05,7.84E-05,9.66E-07,0,1.83E-07,5.47E-06,1.00E-05
0,0,0.15,0,75,2.5,900,0.00036,0.5988134,2.16E-05,1.24E-05,1.39E-06,0,8.60E-08,3.61E-06,9.33E-06
0,0,0.15,0,75,2.5,925,0.00036,0.5985957,2.70E-05,3.30E-07,1.17E-06,0,3.55E-09,2.34E-06,6.52E-06
0,0,0.15,0,75,2.5,950,0.00036,0.5984919,3.49E-05,1.53E-09,7.42E-07,0,2.38E-10,1.29E-06,3.88E-06
0,0,0.15,0,75,2.5,975,0.00036,0.5984512,4.35E-05,-5.68E-12,4.91E-07,0,2.04E-10,9.91E-07,1.89E-06
0,0,0.15,0,75,2.5,1000,0.00036,0.5984463,5.41E-05,-4.88E-13,3.61E-07,0,1.93E-10,8.52E-07,7.11E-07
0,0,0.15,0,75,2.5,1025,0.00036,0.5984629,6.73E-05,-1.71E-12,2.87E-07,0,1.96E-10,7.52E-07,1.99E-07
0,0,0.15,0,75,2.5,1050,0.00036,0.5984931,8.34E-05,9.95E-13,2.44E-07,0,2.31E-10,7.23E-07,5.36E-08
0,0,0.15,0,75,2.5,1075,0.00036,0.5985322,0.000102524,-4.93E-17,2.37E-07,0,3.10E-10,7.60E-07,3.16E-08
0,0,0.15,0,75,2.5,1100,0.00036,0.598577,0.000124504,9.97E-15,2.83E-07,0,4.41E-10,8.24E-07,3.29E-08
0,0,0.15,0,75,2.5,1125,0.00036,0.5986252,0.000148924,-1.77E-15,3.96E-07,0,6.40E-10,8.94E-07,3.69E-08
0,0,0.15,0,75,2.5,1150,0.00036,0.5986752,0.000175081,7.44E-18,5.87E-07,0,9.27E-10,9.62E-07,4.17E-08
0,0,0.15,0,75,2.5,1175,0.00036,0.5987256,0.000202124,1.22E-17,8.78E-07,0,1.33E-09,1.02E-06,4.70E-08
0,0,0.15,0,75,2.5,1200,0.00036,0.5987753,0.000229198,1.97E-17,1.30E-06,0,1.88E-09,1.07E-06,5.29E-08
0,0,0.15,0,75,2.5,1225,0.00036,0.5988236,0.000255574,2.84E-17,1.90E-06,0,2.64E-09,1.10E-06,5.92E-08
0,0,0.15,0,75,2.5,1250,0.00036,0.5988703,0.000280709,4.28E-17,2.74E-06,0,3.66E-09,1.12E-06,6.60E-08
0.000408,0.000276,0.150372,0.000126,75,5,550,0.00024,0.5999999,0.000199938,0.000239998,0.000275999,0.000126,0.000407998,5.96E-08,0
0.000408,0.000276,0.150372,0.000126,75,5,575,0.00024,0.5999999,0.00019993,0.000239994,0.000275998,0.000125999,0.000407993,6.42E-08,0
0.000408,0.000276,0.150372,0.000126,75,5,600,0.00024,0.5999998,0.000199901,0.000239984,0.000275994,0.000125996,0.000407979,8.24E-08,0
0.000408,0.000276,0.150372,0.000126,75,5,625,0.00024,0.5999996,0.000199818,0.000239957,0.000275986,0.000125989,0.00040794,1.37E-07,0
0.000408,0.000276,0.150372,0.000126,75,5,650,0.00024,0.5999989,0.000199569,0.000239873,0.000275963,0.000125964,0.00040782,3.02E-07,0
0.000408,0.000276,0.150372,0.000126,75,5,675,0.00024,0.5999963,0.000198647,0.000239553,0.00027589,0.000125862,0.000407358,9.08E-07,0
0.000408,0.000276,0.150372,0.000126,75,5,700,0.00024,0.5999714,0.000186106,0.000234613,0.000275101,0.000124154,0.000400197,9.01E-06,6.28E-08
0.000408,0.000276,0.150372,0.000126,75,5,725,0.00024,0.5971788,7.04E-05,3.34E-06,0.000203795,8.44E-06,1.28E-05,8.57E-05,2.39E-05
0.000408,0.000276,0.150372,0.000126,75,5,750,0.00024,0.5964608,6.79E-05,1.22E-06,0.000177706,4.02E-06,5.07E-06,8.34E-05,2.32E-05
