Reactant Fraction for CO C1 Inlet1 PFR (C1)_(mole_fraction),Axial Velocity C1 Inlet1 PFR (C1)_(cm/sec),Reactant Fraction for NH3 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO2 C1 Inlet1 PFR (C1)_(mole_fraction),Temperature C1 PFR PFR (C1)_(C),Reactant Fraction for CH4 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for N2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for H2 C1 Inlet1 PFR (C1)_(mole_fraction),Mole fraction NH3 end point,Mole fraction NO end point,Mole fraction NO2 end point,Mole fraction N2O end point
       0.0000000000000000,        75.00000000000000,    0.0003000000000000000,       0.1500000000000000,        550.0000000000000,       0.0000000000000000,       0.7895000000000000,       0.0000000000000000,    0.0002999999000000000,    0.0001999975000000000,       0.0000000000000000,       0.0000000000000000
   6.900000000000000E-005,        75.00000000000000,    0.0003000000000000000,       0.1500930000000000,        550.0000000000000,   3.150000000000000E-005,       0.7892040000000000,    0.0001020000000000000,    0.0002999999000000000,    0.0001999974000000000,       0.0000000000000000,       0.0000000000000000
    0.0002070000000000000,        75.00000000000000,    0.0003000000000000000,       0.1502790000000000,        550.0000000000000,   9.450000000000001E-005,       0.7886140000000000,    0.0003060000000000000,    0.0002999992000000000,    0.0001999962000000000,       0.0000000000000000,       0.0000000000000000
       0.0000000000000000,        75.00000000000000,    0.0003600000000000000,       0.1500000000000000,        550.0000000000000,       0.0000000000000000,       0.7894400000000000,       0.0000000000000000,    0.0003599999000000000,    0.0001999975000000000,       0.0000000000000000,       0.0000000000000000
   6.900000000000000E-005,        75.00000000000000,    0.0003600000000000000,       0.1500930000000000,        550.0000000000000,   3.150000000000000E-005,       0.7891440000000000,    0.0001020000000000000,    0.0003599999000000000,    0.0001999974000000000,       0.0000000000000000,       0.0000000000000000
    0.0002070000000000000,        75.00000000000000,    0.0003600000000000000,       0.1502790000000000,        550.0000000000000,   9.450000000000001E-005,       0.7885540000000000,    0.0003060000000000000,    0.0003599992000000000,    0.0001999963000000000,       0.0000000000000000,       0.0000000000000000
       0.0000000000000000,        75.00000000000000,    0.0004000000000000000,       0.1500000000000000,        550.0000000000000,       0.0000000000000000,       0.7894000000000000,       0.0000000000000000,    0.0003999999000000000,    0.0001999975000000000,       0.0000000000000000,       0.0000000000000000
   6.900000000000000E-005,        75.00000000000000,    0.0004000000000000000,       0.1500930000000000,        550.0000000000000,   3.150000000000000E-005,       0.7891040000000000,    0.0001020000000000000,    0.0003999999000000000,    0.0001999974000000000,       0.0000000000000000,       0.0000000000000000
    0.0002070000000000000,        75.00000000000000,    0.0004000000000000000,       0.1502790000000000,        550.0000000000000,   9.450000000000001E-005,       0.7885140000000001,    0.0003060000000000000,    0.0003999992000000000,    0.0001999963000000000,       0.0000000000000000,       0.0000000000000000
       0.0000000000000000,        50.00000000000000,    0.0003000000000000000,       0.1500000000000000,        550.0000000000000,       0.0000000000000000,       0.7895000000000000,       0.0000000000000000,    0.0002999998000000000,    0.0001999963000000000,       0.0000000000000000,       0.0000000000000000
   6.900000000000000E-005,        50.00000000000000,    0.0003000000000000000,       0.1500930000000000,        550.0000000000000,   3.150000000000000E-005,       0.7892040000000000,    0.0001020000000000000,    0.0002999998000000000,    0.0001999960000000000,       0.0000000000000000,       0.0000000000000000
    0.0002070000000000000,        50.00000000000000,    0.0003000000000000000,       0.1502790000000000,        550.0000000000000,   9.450000000000001E-005,       0.7886140000000000,    0.0003060000000000000,    0.0002999989000000000,    0.0001999943000000000,       0.0000000000000000,       0.0000000000000000
       0.0000000000000000,        25.00000000000000,    0.0003000000000000000,       0.1500000000000000,        550.0000000000000,       0.0000000000000000,       0.7895000000000000,       0.0000000000000000,    0.0002999996000000000,    0.0001999926000000000,       0.0000000000000000,       0.0000000000000000
   6.900000000000000E-005,        25.00000000000000,    0.0003000000000000000,       0.1500930000000000,        550.0000000000000,   3.150000000000000E-005,       0.7892040000000000,    0.0001020000000000000,    0.0002999994000000000,    0.0001999919000000000,       0.0000000000000000,       0.0000000000000000
    0.0002070000000000000,        25.00000000000000,    0.0003000000000000000,       0.1502790000000000,        550.0000000000000,   9.450000000000001E-005,       0.7886140000000000,    0.0003060000000000000,    0.0002999979000000000,    0.0001999886000000000,       0.0000000000000000,       0.0000000000000000
       0.0000000000000000,        75.00000000000000,    0.0003000000000000000,       0.1500000000000000,        550.0000000000000,       0.0000000000000000,       0.7895000000000000,       0.0000000000000000,    0.0002999999000000000,    0.0001999975000000000,       0.0000000000000000,       0.0000000000000000
    0.0001920000000000000,        75.00000000000000,    0.0003000000000000000,       0.1500090000000000,        550.0000000000000,   3.000000000000000E-007,       0.7892180000000000,   8.100000000000000E-005,    0.0002999996000000000,    0.0001999971000000000,       0.0000000000000000,       0.0000000000000000
    0.0005760000000000000,        75.00000000000000,    0.0003000000000000000,       0.1500270000000000,        550.0000000000000,   9.000000000000000E-007,       0.7886530000000001,    0.0002430000000000000,    0.0002999991000000000,    0.0001999956000000000,       0.0000000000000000,       0.0000000000000000
       0.0000000000000000,        75.00000000000000,    0.0003600000000000000,       0.1500000000000000,        550.0000000000000,       0.0000000000000000,       0.7894400000000000,       0.0000000000000000,    0.0003599999000000000,    0.0001999975000000000,       0.0000000000000000,       0.0000000000000000
