SeqNumber,temperature,iterSteps,A1,B1,E1,A2,B2,E2,Error

4,1600.0,0,1.4330176261694855e+38,4.507808469728688,144226076.48439026,1340.3892750396292,2.18461309560312,7.717805690832684,0.44137552194160684

4,1600.0,1,1.4330176261694855e+38,1.8614067556086666,81999378.50885709,1148.3012181468478,2.18461309560312,1.504624492848627,0.44073897488623387

4,1600.0,2,1.4330176261694855e+38,4.507808469728688,144226076.48439026,1340.3892750396292,1.8144351931654317,7.717805690832684,0.32423573608392614

4,1600.0,3,1.4330176261694855e+38,4.507808469728688,144226076.48439026,1340.3892750396292,1.7412647465941014,12.060887717679789,0.25006462496019816

4,1600.0,4,1.4330176261694855e+38,2.03345432861316,71147513.88285089,1148.3012181468478,1.6191731307259283,0.17271676855566115,0.16273360083190205

4,1600.0,5,1.2904398994592713e+38,6.236208690466551,70006156.4666422,1148.3012181468478,1.6191731307259283,0.07768390160199284,0.16273245492806562

4,1600.0,6,2.178646125324811e+38,6.236208690466551,70006156.4666422,1369.2860698208747,1.6191731307259283,0.047434868810530904,0.16028818857984023

4,1600.0,7,6.125001639583025e+37,0.46941455502448226,70006156.4666422,1369.2860698208747,1.6191731307259283,0.3518497126432889,0.16028718342156276

4,1600.0,8,1.5207440596976076e+38,0.6282921486793737,161115993.24999338,1369.2860698208747,1.6191731307259283,0.565309890884072,0.16028651888216242

4,1600.0,9,8.96425791584229e+37,0.8172595183522091,70006156.4666422,1369.2860698208747,1.6191731307259283,0.7532358732694532,0.16028592551753706

4,1600.0,10,8.96425791584229e+37,0.8172595183522091,70006156.4666422,1369.2860698208747,1.6191731307259283,0.7532358732694532,0.16028592551753706

4,1600.0,11,1.0558860492241347e+38,0.8172595183522091,75441057.15268059,1327.2147945736097,1.6191731307259283,0.7532358732694532,0.16010127887249206

4,1600.0,12,1.0558860492241347e+38,0.8172595183522091,17331060.998491623,1327.2147945736097,1.6191731307259283,2.246537975782434,0.1601005320380223

4,1600.0,13,1.0558860492241347e+38,0.8172595183522091,75441057.15268059,1314.4980741617424,1.6191731307259283,1.9826145108567919,0.1600988064164445

4,1600.0,14,1.6314887846666026e+38,0.8172595183522091,75441057.15268059,1314.4980741617424,1.6191731307259283,1.5726053849720123,0.16009871055656325

4,1600.0,15,1.0558860492241347e+38,0.5217637547893658,75441057.15268059,1314.4980741617424,1.6191731307259283,1.5726053849720123,0.16009871055656325

4,1600.0,16,1.0558860492241347e+38,0.5217637547893658,10637715.302093364,1314.4980741617424,1.6191731307259283,0.05760231155127318,0.16009819999552996

4,1600.0,17,6.476093984999169e+37,0.5217637547893658,10637715.302093364,1314.4980741617424,1.6191731307259283,0.08089385292051123,0.16009819307823314

4,1600.0,18,6.476093984999169e+37,1.1294797636934812,10996568.09955537,1314.4980741617424,1.6191731307259283,0.030497113019358982,0.1600981633542111

4,1600.0,19,2.3412910349836294e+37,0.11925498270582761,2412119.706071871,1314.4980741617424,1.6191731307259283,0.009313805214419218,0.16009815274984837

4,1600.0,20,2.3412910349836294e+37,0.11925498270582761,2412119.706071871,1314.4980741617424,1.6191731307259283,0.009313805214419218,0.16009815274984837

4,1600.0,21,9.751234619703404e+37,0.037894148666888235,2468371.501427889,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,22,9.751234619703404e+37,0.037894148666888235,2468371.501427889,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,23,9.751234619703404e+37,0.037894148666888235,2468371.501427889,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,24,1.6349380123050092e+38,0.037894148666888235,2468371.501427889,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,25,9.751234619703404e+37,0.037894148666888235,2468371.501427889,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,26,1.3264221304602963e+38,0.037894148666888235,1730475.58396254,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,27,1.3264221304602963e+38,0.037894148666888235,1730475.58396254,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,28,5.460472883192278e+37,0.04814242756163586,1240904.571622339,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,29,9.751234619703404e+37,0.10311510026590749,3503291.7840428953,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,30,9.751234619703404e+37,0.051300947355865725,2468371.501427889,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,31,9.84088074239104e+37,0.07410714034313652,877349.852895887,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,32,4.762648243006987e+37,0.023905915410446784,5024031.017517068,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,33,2.549086218756702e+38,0.0444080972118613,3503291.7840428953,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,34,4.03969517091375e+38,0.0275350135196485,877349.852895887,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,35,2.549086218756702e+38,0.023905915410446784,5024031.017517068,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,36,6.242693337754636e+37,0.0371763847728416,5024031.017517068,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

4,1600.0,37,2.549086218756702e+38,0.023905915410446784,5024031.017517068,1314.4980741617424,1.6191731307259283,0.018286787793046218,0.16009814351979193

