,Time,NO_Overall,NO_Detail,NH3_Overall,NH3_Detail,Err_NO,Err_NH3
0,0.0,0.0002,0.0002,0.0003,0.0003,0.0,0.0
1,0.03152652631578947,0.00015254921820086464,0.00016999348059708696,0.00024074076316113338,0.0002704457867457531,0.007607557263706403,0.009804315846253478
2,0.06305305263157894,0.00012305930261253582,0.00013516327735254097,0.00020155141224277936,0.00022936369219624973,0.003662655112667065,0.00859469906900233
3,0.0945795789473684,0.00010318998981063943,0.000114535688651473,0.0001734379402889367,0.00020010719419108057,0.0032181220546723057,0.007902767818855742
4,0.12610610526315788,8.903671917606427e-05,9.891609326720433e-05,0.0001521156892085105,0.00017539273946279543,0.0024400508108172346,0.006020234094894515
5,0.15763263157894736,7.855657928456473e-05,8.62579907533352e-05,0.00013530614044493327,0.00015372705431593352,0.0014827934652827345,0.0037703340871423287
6,0.1891591578947368,7.052287039731545e-05,7.569029339822168e-05,0.0001216096567408238,0.0001344509378651506,0.0006675565117573696,0.0018322055657110203
7,0.22068568421052628,6.421052277993147e-05,6.675768383065926e-05,0.00011018471346770934,0.00011718838300609552,0.00016220073545861812,0.0005450154111435399
8,0.25221221052631576,5.9151282306829785e-05,5.918084908059269e-05,0.00010047719061849619,0.00010168905977869768,2.1854852768673885e-08,1.631807623830523e-05
9,0.2837387368421052,5.5031282922849796e-05,5.277279887311072e-05,9.210849907583202e-05,8.778256701643955e-05,0.00012751875507314558,0.00020792986869421778
10,0.3152652631578947,5.162228194260866e-05,4.737152619604242e-05,8.479514137051443e-05,7.531537952454487e-05,0.0004517231104241479,0.000998509829514448
11,0.34679178947368416,4.876720713108501e-05,4.284868232128292e-05,7.833829826501414e-05,6.417330827658827e-05,0.000875723398106071,0.0022294104596911678
12,0.3783183157894736,4.635213779917891e-05,3.9094624992238093e-05,7.259081783009987e-05,5.426753453371381e-05,0.0013167873035727481,0.003730474563995785
13,0.4098448421052631,4.429042471838352e-05,3.6012975021445235e-05,6.743772896322523e-05,4.553047249369479e-05,0.0017129043371335929,0.005332532066908704
14,0.44137136842105257,4.251429473620922e-05,3.35047748647924e-05,6.278587279855561e-05,3.788021048003778e-05,0.0020292862078363626,0.006892133505822657
15,0.4728978947368421,4.0973013147654103e-05,3.1485201311736426e-05,5.856412093969454e-05,3.1241516875531905e-05,0.002250464335844489,0.008294718809411074
16,0.5044244210526315,3.96277786473424e-05,2.9878743459519585e-05,5.47170955724493e-05,2.5546298472268645e-05,0.0023760921773351867,0.009454837816221202
17,0.535950947368421,3.844619949614479e-05,2.8616718531137728e-05,5.119642673251878e-05,2.0716483250754876e-05,0.0024154674010359025,0.010322521718350249
18,0.5674774736842104,3.74023440814902e-05,2.7636168260825985e-05,4.7962168473579596e-05,1.6661667189069565e-05,0.0023844547540031588,0.010885793118462382
19,0.599004,3.6475650800884116e-05,2.688489e-05,4.4981854826198835e-05,1.3292679999999998e-05,0.002299567318494383,0.011157820012948821
