,Time,NO_Overall,NO_Detail,NH3_Overall,NH3_Detail,Err_NO,Err_NH3
0,0.0,0.0002,0.0002,0.0003,0.0003,0.0,0.0
1,0.031520357894736846,0.00016791555842413303,0.0001649674945374201,3.203868511529305e-06,2.463046159449741e-06,0.00021727701700352452,6.097975081563311e-06
2,0.06304071578947369,0.00016781367132560305,0.00016653404486537395,3.286903146166954e-08,4.345662134173438e-08,4.093609694296112e-05,1.2455228829827945e-09
3,0.09456107368421054,0.00016781259999999997,0.000167122636340555,3.655937782613663e-10,1.8187471685477785e-09,1.1901246283867446e-05,2.3462830841121046e-11
4,0.12608143157894738,0.00016781259999999997,0.00016743624863288663,-2.2278875646914935e-11,7.279783713998577e-11,3.5410087882020082e-06,1.0043979238180899e-13
5,0.15760178947368422,0.00016781259999999997,0.00016763329447019957,-1.6815701277988322e-10,-1.7164829956962767e-12,8.037618254251116e-07,3.078049994982314e-13
6,0.1891221473684211,0.00016781259999999997,0.0001677677753373515,-1.17691333466073e-10,-1.0083725560596684e-11,5.023125953870498e-08,1.2865996976820813e-13
7,0.22064250526315793,0.00016781259999999997,0.00016786443965903638,-6.968251745114895e-12,-3.6667398883848074e-14,6.718375622527831e-08,5.3385401721017e-16
8,0.25216286315789477,0.00016781259999999997,0.00016793685245510625,6.5942139602995694e-12,-4.157703217450759e-13,3.8596681499840847e-07,5.459986626056999e-16
9,0.2836832210526316,0.00016781259999999997,0.00016799276856412911,-2.377729926104859e-12,2.1383507777357932e-13,8.115177875089143e-07,7.462454632586055e-17
10,0.31520357894736845,0.00016781259999999997,0.0001680367922780476,-5.127986188292474e-12,1.0896651862336693e-13,1.2565544384046078e-06,3.0472970727192407e-16
11,0.3467239368421053,0.00016781259999999997,0.00016807183281023418,-7.730909575136557e-12,-1.8747850241036918e-13,1.680041247548158e-06,6.322594705441221e-16
12,0.3782442947368422,0.00016781259999999997,0.00016810017894367714,-1.033383697556241e-11,-3.241872468234278e-14,2.0675412211619316e-06,1.1791024219951662e-15
13,0.409764652631579,0.00016781259999999997,0.00016812337258508632,-1.2936763693640886e-11,-2.307008271001001e-14,2.414489991031296e-06,1.8529275852999667e-15
14,0.44128501052631586,0.00016781259999999997,0.00016814234475582554,-1.5464664597636702e-11,-1.2577211996432546e-14,2.7182900998614974e-06,2.652966717482924e-15
15,0.4728053684210527,0.00016781259999999997,0.00016815807514356226,-1.797333648256527e-11,7.706912183403716e-15,2.9838268704845007e-06,3.592421350709277e-15
16,0.5043257263157895,0.00016781259999999997,0.00016817122174473607,-2.0482013127441128e-11,2.033858008930119e-15,3.2152388949390804e-06,4.662179787801396e-15
17,0.5358460842105264,0.00016781259999999997,0.00016818225760444847,-2.2990689930797188e-11,2.7541272048945533e-16,3.4161686131650553e-06,5.873160971409233e-15
18,0.5673664421052632,0.00016781259999999997,0.00016819160159759684,-2.5499359720833356e-11,2.4765279232946223e-17,3.5910552745244802e-06,7.224651213006661e-15
19,0.5988868,0.00016781259999999997,0.00016819939999999998,-2.8008037272704235e-11,1.529536e-16,3.7403560000001523e-06,8.716207997253825e-15
