Temperature C1 PFR PFR (C1)_(C),Reactant Fraction for CH4 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for NO C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for NH3 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for H2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for O2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for N2 C1 Inlet1 PFR (C1)_(mole_fraction),Mole fraction NH3 end point,Mole fraction NO2 end point,Mole fraction NO end point,Mole fraction N2O end point
        550.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9592500000000001,    0.0004499990000000000,   2.698981000000000E-008,    0.0002999720000000000,       0.0000000000000000
        550.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,    0.0003000000000000000,       0.9589500000000000,    0.0004499974000000000,   2.823221000000000E-008,    0.0002999684000000000,       0.0000000000000000
        550.0000000000000,    0.0003000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9589500000000000,    0.0004499982000000000,   2.727091000000000E-008,    0.0002999708000000000,       0.0000000000000000
        550.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,    0.0003000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9589500000000000,    0.0004499981000000000,   2.820640000000000E-008,    0.0002999698000000000,       0.0000000000000000
        550.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,    0.0009000000000000000,       0.9583500000000000,    0.0004499942000000000,   3.163931000000000E-008,    0.0002999604000000000,       0.0000000000000000
        550.0000000000000,    0.0009000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9583500000000000,    0.0004499967000000000,   2.802034000000000E-008,    0.0002999680000000000,       0.0000000000000000
        550.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,    0.0009000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9583500000000000,    0.0004499957000000000,   3.381471000000000E-008,    0.0002999618000000000,       0.0000000000000000
        575.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9592500000000001,    0.0004499972000000000,   2.678875000000000E-008,    0.0002999705000000000,       0.0000000000000000
        575.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,    0.0003000000000000000,       0.9589500000000000,    0.0004499936000000000,   2.936129000000000E-008,    0.0002999631000000000,       0.0000000000000000
        575.0000000000000,    0.0003000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9589500000000000,    0.0004499949000000000,   2.767126000000000E-008,    0.0002999668000000000,       0.0000000000000000
        575.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,    0.0003000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9589500000000000,    0.0004499944000000000,   3.036477000000000E-008,    0.0002999641000000000,       0.0000000000000000
        575.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,    0.0009000000000000000,       0.9583500000000000,    0.0004499859000000000,   3.668913000000000E-008,    0.0002999458000000000,       0.0000000000000000
        575.0000000000000,    0.0009000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9583500000000000,    0.0004499897000000000,   3.028813000000000E-008,    0.0002999572000000000,       0.0000000000000000
        575.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,    0.0009000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9583500000000000,    0.0004499841000000000,   5.211433000000000E-008,    0.0002999320000000000,       0.0000000000000000
        600.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9592500000000001,    0.0004499928000000000,   2.844480000000000E-008,    0.0002999644000000000,       0.0000000000000000
        600.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,    0.0003000000000000000,       0.9589500000000000,    0.0004499843000000000,   3.381105000000000E-008,    0.0002999488000000000,       0.0000000000000000
        600.0000000000000,    0.0003000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9589500000000000,    0.0004499861000000000,   3.111845000000000E-008,    0.0002999539000000000,       0.0000000000000000
        600.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,    0.0003000000000000000,      0.04000000000000000,       0.0000000000000000,       0.9589500000000000,    0.0004499841000000000,   3.881826000000000E-008,    0.0002999453000000000,       0.0000000000000000
        600.0000000000000,       0.0000000000000000,    0.0003000000000000000,    0.0004500000000000000,       0.0000000000000000,      0.04000000000000000,    0.0009000000000000000,       0.9583500000000000,    0.0004499658000000000,   4.971387000000000E-008,    0.0002999111000000000,       0.0000000000000000
