Reactant Fraction for CO C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CH4 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO2 C1 Inlet1 PFR (C1)_(mole_fraction),Temperature C1 PFR PFR (C1)_(C),Reactant Fraction for H2 C1 Inlet1 PFR (C1)_(mole_fraction),Mole fraction NH3 end point,Mole fraction NO end point,Mole fraction NO2 end point,Mole fraction N2O end point
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        975.0000000000000,    0.0002430000000000000,   5.212651000000000E-012,    0.0002760708000000000,   3.510910000000000E-006,   5.922911000000000E-006
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        975.0000000000000,       0.0000000000000000,   6.054306000000000E-015,    0.0001804552000000000,   2.528427000000000E-006,   2.680001000000000E-006
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1000.000000000000,    0.0003060000000000000,   1.232360000000000E-013,    0.0002656503000000000,   2.668351000000000E-006,   4.641526000000000E-006
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1000.000000000000,    0.0002430000000000000,   9.671672000000000E-016,    0.0002974408000000000,   3.077274000000000E-006,   3.505662000000000E-006
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1000.000000000000,       0.0000000000000000,   1.101413000000000E-015,    0.0002029536000000000,   2.304122000000000E-006,   1.600511000000000E-006
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1025.000000000000,    0.0003060000000000000,   8.606508000000000E-014,    0.0002897161000000000,   2.330043000000000E-006,   2.364287000000000E-006
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1025.000000000000,    0.0002430000000000000,   3.872453000000000E-016,    0.0003156513000000000,   2.615270000000000E-006,   1.693782000000000E-006
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1025.000000000000,       0.0000000000000000,   2.947385000000000E-016,    0.0002237694000000000,   2.031546000000000E-006,   7.882121000000000E-007
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1050.000000000000,    0.0003060000000000000,   5.469548000000000E-014,    0.0003102531000000000,   1.981947000000000E-006,   9.244138000000000E-007
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1050.000000000000,    0.0002430000000000000,   2.835076000000000E-017,    0.0003311247000000000,   2.181606000000000E-006,   6.349919000000000E-007
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1050.000000000000,       0.0000000000000000,   6.110580000000000E-017,    0.0002429649000000000,   1.752102000000000E-006,   3.132783000000000E-007
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1075.000000000000,    0.0003060000000000000,   1.949900000000000E-014,    0.0003277092000000000,   1.691635000000000E-006,   2.659053000000000E-007
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1075.000000000000,    0.0002430000000000000,   5.668756000000000E-017,    0.0003442422000000000,   1.833953000000000E-006,   1.825977000000000E-007
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1075.000000000000,       0.0000000000000000,   5.683870000000000E-016,    0.0002606573000000000,   1.509647000000000E-006,   1.082115000000000E-007
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1100.000000000000,    0.0003060000000000000,   1.468348000000000E-014,    0.0003425292000000000,   1.492747000000000E-006,   6.567132000000000E-008
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1100.000000000000,    0.0002430000000000000,   3.114749000000000E-017,    0.0003553631000000000,   1.589968000000000E-006,   5.249684000000000E-008
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1100.000000000000,       0.0000000000000000,   5.368967000000000E-018,    0.0002769604000000000,   1.324758000000000E-006,   4.584946000000000E-008
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1125.000000000000,    0.0003060000000000000,   5.557089000000000E-015,    0.0003551395000000000,   1.361623000000000E-006,   3.002010000000000E-008
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1125.000000000000,    0.0002430000000000000,   1.489128000000000E-017,    0.0003648359000000000,   1.422837000000000E-006,   2.994721000000000E-008
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1125.000000000000,       0.0000000000000000,   9.901754000000000E-018,    0.0002920330000000000,   1.192072000000000E-006,   3.264230000000000E-008
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1150.000000000000,    0.0003060000000000000,   1.677148000000000E-015,    0.0003659165000000000,   1.264033000000000E-006,   2.826443000000000E-008
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1150.000000000000,    0.0002430000000000000,   9.448321999999999E-018,    0.0003729637000000000,   1.300340000000000E-006,   2.900641000000000E-008
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1150.000000000000,       0.0000000000000000,   2.219381000000000E-016,    0.0003060054000000000,   1.096705000000000E-006,   3.116711000000000E-008
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1175.000000000000,    0.0003060000000000000,   3.001687000000000E-016,    0.0003751481000000000,   1.182472000000000E-006,   3.079499000000000E-008
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1175.000000000000,    0.0002430000000000000,   1.222375000000000E-017,    0.0003800213000000000,   1.203162000000000E-006,   3.125383000000000E-008
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1175.000000000000,       0.0000000000000000,   7.834361000000000E-018,    0.0003189892000000000,   1.025077000000000E-006,   3.254321000000000E-008
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1200.000000000000,    0.0003060000000000000,   6.267909000000001E-017,    0.0003831233000000000,   1.110081000000000E-006,   3.412934000000000E-008
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1200.000000000000,    0.0002430000000000000,   1.871009000000000E-017,    0.0003862415000000000,   1.121166000000000E-006,   3.440005000000000E-008
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1200.000000000000,       0.0000000000000000,   1.590451000000000E-015,    0.0003311002000000000,   9.679050000000000E-007,   3.514921000000000E-008
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1225.000000000000,    0.0003060000000000000,   5.101438000000000E-017,    0.0003900862000000000,   1.043780000000000E-006,   3.790119000000000E-008
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1225.000000000000,    0.0002430000000000000,   3.126385000000000E-017,    0.0003918327000000000,   1.049057000000000E-006,   3.807796000000000E-008
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1225.000000000000,       0.0000000000000000,   1.729119000000000E-017,    0.0003424231000000000,   9.191544000000000E-007,   3.852193000000000E-008
    0.0002070000000000000,   9.450000000000001E-005,       0.1502790000000000,        1250.000000000000,    0.0003060000000000000,   5.226761000000000E-015,    0.0003962644000000000,   9.825140000000001E-007,   4.202194000000000E-008
    0.0005760000000000000,   9.000000000000000E-007,       0.1500270000000000,        1250.000000000000,    0.0002430000000000000,   5.230913000000000E-017,    0.0003969714000000000,   9.842869000000000E-007,   4.215636000000000E-008
    0.0009000000000000000,       0.0000000000000000,       0.1500000000000000,        1250.000000000000,       0.0000000000000000,   2.705166000000000E-017,    0.0003530399000000000,   8.755508000000000E-007,   4.243310000000000E-008
